question_id,complete_case,round1_state,round1_answer,round1_correct,round1_failures,round2_state,round2_answer,round2_correct,round2_failures
mmlu_pro_v1:test:8750,True,UNANIMOUS,A,True,,UNANIMOUS,A,True,
mmlu_pro_v1:test:877,True,CONSENSUS,I,True,,UNANIMOUS,I,True,
mmlu_pro_v1:test:8794,True,UNANIMOUS,E,True,,UNANIMOUS,E,True,
mmlu_pro_v1:test:881,True,UNANIMOUS,C,True,,UNANIMOUS,C,True,
mmlu_pro_v1:test:8810,True,UNANIMOUS,H,True,,UNANIMOUS,H,True,
mmlu_pro_v1:test:884,True,UNANIMOUS,B,True,,UNANIMOUS,B,True,
mmlu_pro_v1:test:8853,True,UNANIMOUS,C,True,,UNANIMOUS,C,True,
mmlu_pro_v1:test:8937,True,CONSENSUS,I,False,,UNANIMOUS,I,False,
mmlu_pro_v1:test:8973,True,UNANIMOUS,G,True,,UNANIMOUS,G,True,
mmlu_pro_v1:test:8996,False,UNANIMOUS,A,True,,CONSENSUS,A,True,agent_mistral:API_ERROR
mmlu_pro_v1:test:9143,True,CONSENSUS,H,True,,UNANIMOUS,H,True,
mmlu_pro_v1:test:9186,True,CONSENSUS,B,True,,UNANIMOUS,B,True,
mmlu_pro_v1:test:9249,True,CONSENSUS,J,True,,UNANIMOUS,J,True,
mmlu_pro_v1:test:9288,True,UNANIMOUS,E,True,,UNANIMOUS,E,True,
mmlu_pro_v1:test:9307,True,UNANIMOUS,A,True,,UNANIMOUS,A,True,
mmlu_pro_v1:test:9341,False,CONSENSUS,D,True,agent_mistral:API_ERROR,CONSENSUS,D,True,agent_mistral:API_ERROR
mmlu_pro_v1:test:9385,True,UNANIMOUS,A,True,,UNANIMOUS,A,True,
mmlu_pro_v1:test:9441,True,CONSENSUS,I,True,,UNANIMOUS,I,True,
mmlu_pro_v1:test:9490,True,CONSENSUS,G,True,,UNANIMOUS,G,True,
mmlu_pro_v1:test:9538,True,CONSENSUS,B,True,,UNANIMOUS,B,True,
mmlu_pro_v1:test:9557,True,UNANIMOUS,E,True,,UNANIMOUS,E,True,
mmlu_pro_v1:test:9674,True,UNANIMOUS,C,True,,UNANIMOUS,C,True,
mmlu_pro_v1:test:9798,False,CONSENSUS,C,True,agent_mistral:API_ERROR,CONSENSUS,C,True,agent_mistral:API_ERROR
mmlu_pro_v1:test:9807,True,CONSENSUS,I,True,,UNANIMOUS,I,True,
mmlu_pro_v1:test:9831,False,CONSENSUS,I,True,agent_mistral:API_ERROR,CONSENSUS,I,True,agent_mistral:API_ERROR
mmlu_pro_v1:test:984,True,CONSENSUS,F,False,,UNANIMOUS,F,False,
mmlu_pro_v1:test:9862,True,UNANIMOUS,I,True,,UNANIMOUS,I,True,
